split,method,metric,mean,ci95,seeds,rows_per_seed
ambiguous_intent,dagger_full_correction,task_success,0.46652,0.02577,7,192
ambiguous_intent,dagger_full_correction,intervention_magnitude,0.44747,0.00741,7,192
ambiguous_intent,dagger_full_correction,correction_efficiency,0.64005,0.03469,7,192
ambiguous_intent,dagger_full_correction,overcorrection_ratio,0.10395,0.00580,7,192
ambiguous_intent,dagger_full_correction,damage,0.05134,0.01145,7,192
ambiguous_intent,dagger_full_correction,intent_preservation,0.52064,0.00383,7,192
ambiguous_intent,dagger_full_correction,boundary_error,0.33874,0.02247,7,192
ambiguous_intent,dagger_full_correction,query,1.00000,0.00000,7,192
ambiguous_intent,dagger_full_correction,calibration_error,0.19192,0.00649,7,192
ambiguous_intent,full_demo_imitation,task_success,0.48810,0.02789,7,192
ambiguous_intent,full_demo_imitation,intervention_magnitude,0.52753,0.00899,7,192
ambiguous_intent,full_demo_imitation,correction_efficiency,0.67066,0.03450,7,192
ambiguous_intent,full_demo_imitation,overcorrection_ratio,0.22909,0.00935,7,192
ambiguous_intent,full_demo_imitation,damage,0.06697,0.01717,7,192
ambiguous_intent,full_demo_imitation,intent_preservation,0.52052,0.00433,7,192
ambiguous_intent,full_demo_imitation,boundary_error,0.36963,0.02331,7,192
ambiguous_intent,full_demo_imitation,query,1.00000,0.00000,7,192
ambiguous_intent,full_demo_imitation,calibration_error,0.20709,0.00678,7,192
ambiguous_intent,minimum_intervention_learner,task_success,0.59896,0.02125,7,192
ambiguous_intent,minimum_intervention_learner,intervention_magnitude,0.46770,0.00678,7,192
ambiguous_intent,minimum_intervention_learner,correction_efficiency,0.97950,0.03836,7,192
ambiguous_intent,minimum_intervention_learner,overcorrection_ratio,0.07937,0.00442,7,192
ambiguous_intent,minimum_intervention_learner,damage,0.03869,0.00625,7,192
ambiguous_intent,minimum_intervention_learner,intent_preservation,0.50722,0.00379,7,192
ambiguous_intent,minimum_intervention_learner,boundary_error,0.14620,0.00545,7,192
ambiguous_intent,minimum_intervention_learner,query,1.00000,0.00000,7,192
ambiguous_intent,minimum_intervention_learner,calibration_error,0.16414,0.00259,7,192
ambiguous_intent,no_human_baseline,task_success,0.24256,0.02644,7,192
ambiguous_intent,no_human_baseline,intervention_magnitude,0.00000,0.00000,7,192
ambiguous_intent,no_human_baseline,correction_efficiency,0.00000,0.00000,7,192
ambiguous_intent,no_human_baseline,overcorrection_ratio,0.00000,0.00000,7,192
ambiguous_intent,no_human_baseline,damage,0.03571,0.00875,7,192
ambiguous_intent,no_human_baseline,intent_preservation,0.62000,0.00000,7,192
ambiguous_intent,no_human_baseline,boundary_error,1.00000,0.00000,7,192
ambiguous_intent,no_human_baseline,query,0.00000,0.00000,7,192
ambiguous_intent,no_human_baseline,calibration_error,0.06918,0.00245,7,192
ambiguous_intent,oracle_minimal_correction,task_success,0.63914,0.03384,7,192
ambiguous_intent,oracle_minimal_correction,intervention_magnitude,0.45390,0.00676,7,192
ambiguous_intent,oracle_minimal_correction,correction_efficiency,1.05535,0.06253,7,192
ambiguous_intent,oracle_minimal_correction,overcorrection_ratio,0.00000,0.00000,7,192
ambiguous_intent,oracle_minimal_correction,damage,0.02827,0.01277,7,192
ambiguous_intent,oracle_minimal_correction,intent_preservation,0.51929,0.00408,7,192
ambiguous_intent,oracle_minimal_correction,boundary_error,0.06367,0.00184,7,192
ambiguous_intent,oracle_minimal_correction,query,1.00000,0.00000,7,192
ambiguous_intent,oracle_minimal_correction,calibration_error,0.34668,0.00130,7,192
ambiguous_intent,preference_only_ranker,task_success,0.50893,0.02605,7,192
ambiguous_intent,preference_only_ranker,intervention_magnitude,0.37531,0.00589,7,192
ambiguous_intent,preference_only_ranker,correction_efficiency,0.80432,0.03894,7,192
ambiguous_intent,preference_only_ranker,overcorrection_ratio,0.01184,0.00168,7,192
ambiguous_intent,preference_only_ranker,damage,0.04167,0.01240,7,192
ambiguous_intent,preference_only_ranker,intent_preservation,0.50445,0.00391,7,192
ambiguous_intent,preference_only_ranker,boundary_error,0.19542,0.00900,7,192
ambiguous_intent,preference_only_ranker,query,0.54390,0.02076,7,192
ambiguous_intent,preference_only_ranker,calibration_error,0.07597,0.00438,7,192
ambiguous_intent,residual_correction_learner,task_success,0.50893,0.02344,7,192
ambiguous_intent,residual_correction_learner,intervention_magnitude,0.42670,0.00937,7,192
ambiguous_intent,residual_correction_learner,correction_efficiency,0.72612,0.03456,7,192
ambiguous_intent,residual_correction_learner,overcorrection_ratio,0.13310,0.00717,7,192
