rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
1,doi:10.1002/aisy.202100047,Interactive Force Control Based on Multimodal Robot Skin for Physical Human−Robot Collaboration,2022,Advanced Intelligent Systems,https://doi.org/10.1002/aisy.202100047,Addresses interactive robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Minimum intervention human correction keeps action-critical alternatives explicit until a physical observation collapses them.
2,doi:10.1109/tcst.2024.3423548,Human-Robot Interactive Skill Learning and Correction for Polishing Based on Dynamic Time Warping Iterative Learning Control,2024,IEEE Transactions on Control Systems Technology,https://doi.org/10.1109/tcst.2024.3423548,Addresses interactive robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Minimum intervention human correction keeps action-critical alternatives explicit until a physical observation collapses them.
3,doi:10.3390/s25061855,Large Language Model-Driven 3D Hyper-Realistic Interactive Intelligent Digital Human System,2025,Sensors,https://doi.org/10.3390/s25061855,Addresses interactive robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Minimum intervention human correction keeps action-critical alternatives explicit until a physical observation collapses them.
4,doi:10.3389/frobt.2022.1019523,Towards understanding and synthesis of contact-rich anthropomorphic motions through interactive cyber-physical human,2022,Frontiers in Robotics and AI,https://doi.org/10.3389/frobt.2022.1019523,Addresses interactive robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Minimum intervention human correction keeps action-critical alternatives explicit until a physical observation collapses them.
5,doi:10.70777/si.v2i2.14689,Review: Large Language Model-Powered AI Systems Achieve Self-Replication with No Human Intervention,2025,SuperIntelligence - Robotics - Safety & Alignment,https://doi.org/10.70777/si.v2i2.14689,Addresses interactive robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Minimum intervention human correction keeps action-critical alternatives explicit until a physical observation collapses them.
6,doi:10.70777/si.v2i2.14607,Review: Large language Model-Powered AI Systems Achieve Self-Replication with No Human Intervention,2025,SuperIntelligence - Robotics - Safety & Alignment,https://doi.org/10.70777/si.v2i2.14607,Addresses interactive robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Minimum intervention human correction keeps action-critical alternatives explicit until a physical observation collapses them.
7,doi:10.1109/ro-man63969.2025.11217747,Integrating Perceptions: A Human-Centered Physical Safety Model for Human-Robot Interaction,2025,2025 34th IEEE International Conference on Robot and Human Interactive Communication (RO-MAN),https://doi.org/10.1109/ro-man63969.2025.11217747,Addresses interactive robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Minimum intervention human correction keeps action-critical alternatives explicit until a physical observation collapses them.
8,doi:10.21203/rs.3.rs-9398282/v1,Toward Zero-Human-Intervention Autonomous Robot Learning: A Continuous Result-Driven Self-Reward and Correction Framework,,,https://doi.org/10.21203/rs.3.rs-9398282/v1,Addresses interactive robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Minimum intervention human correction keeps action-critical alternatives explicit until a physical observation collapses them.
9,doi:10.3390/app132011219,Variable Admittance Control in Sliding Mode for Robust Physical Human–Robot Interaction,2023,Applied Sciences,https://doi.org/10.3390/app132011219,Addresses interactive robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Minimum intervention human correction keeps action-critical alternatives explicit until a physical observation collapses them.
10,doi:10.3390/s24134113,DriveLLaVA: Human-Level Behavior Decisions via Vision Language Model,2024,Sensors,https://doi.org/10.3390/s24134113,Addresses interactive robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Minimum intervention human correction keeps action-critical alternatives explicit until a physical observation collapses them.
